fullcurrname,CAS_SPC
Homaloptera confuzona,66007
Crossocheilus atrilimes,66008
Devario fangfangae,66009
Devario gibber,66010
Devario salmonatus,66011
Laocypris hispida,66012
Mystacoleucus ectypus,66013
Hemimyzon khonensis,66014
Schistura amplizona,66016
Schistura aramis,66017
Schistura athos,66018
Schistura bairdi,66019
Schistura bolavenensis,66020
Schistura clatrata,66021
Schistura coruscans,66022
Schistura crabro,66023
Schistura defectiva,66024
Schistura ephelis,66025
Schistura finis,66026
Schistura fusinotata,66028
Schistura globiceps,66029
Schistura imitator,66030
Schistura implicata,66031
Schistura irregularis,66032
Schistura khamtanhi,66033
Schistura kloetzliae,66034
Schistura latidens,66035
Schistura leukensis,66036
Schistura macrocephalus,66037
Schistura melarancia,66038
Schistura nomi,66039
Schistura novemradiata,66040
Schistura personata,66041
Schistura pertica,66042
Schistura pervagata,66043
Schistura porthos,66044
Poropuntius solitus,66045
Schistura procera,66046
Schistura quaesita,66047
Schistura quasimodo,66048
Schistura rikiki,66049
Schistura sertata,66050
Schistura russa,66051
Schistura sigillata,66052
Rhyacoschistura suber,66053
Schistura tenura,66054
Schistura tizardi,66055
Schistura xhatensis,66056
Sectoria heterognathos,66057
Vanmanenia crassicauda,66058
Vanmanenia serrilineata,66059
Pseudomystus bomboides,66060
Doryichthys contiguus,66061
Chaudhuria fusipinnis,66062
Pao turgidus,66063
Cnesterodon omorgmatos,66064
Cnesterodon hypselurus,66065
Poropuntius angustus,66066
Poropuntius consternans,66068
Poropuntius lobocheiloides,66069
Barbodes rhombeus,66070
Rasbora amplistriga,66071
Rasbora septentrionalis,66072
Hemimyzon confluens,66073
Acrossocheilus xamensis,66074
Stegastes uenfi,66075
Gobius ateriformis,66076
Gobius tetrophthalmus,66077
Parasikukia maculata,66078
Citharoides orbitalis,66081
Saurenchelys meteori,66082
Hemiarius dioctes,66083
Cochlefelis insidiator,66084
Neoarius pectoralis,66085
Hemiarius hardenbergi,66086
Amissidens hainesi,66087
Neoarius paucus,66088
Parodon orinocensis,66089
Vanmanenia homalocephala,66090
Chromis abrupta,66091
Chromis fatuhivae,66092
Chromis flavapicis,66093
Stegastes lividus,66094
Chrosomus saylori,66095
Harttia longipinna,66096
Aphaniops stiassnyae,66097
Gerres silaceus,66098
Acarobythites larsonae,66099
Asymbolus funebris,66104
Asymbolus occiduus,66105
Asymbolus pallidus,66106
Asymbolus parvus,66107
Asymbolus rubiginosus,66108
Asymbolus submaculatus,66109
Psalidodon ojiara,66111
Phoxinellus dalmaticus,66112
Paracheilinus attenuatus,66113
Scarus fuscocaudalis,66114
Ichthyscopus nigripinnis,66115
Encheloclarias velatus,66116
Pyrrhulina elongata,66117
Sinocyclocheilus lingyunensis,66118
Moenkhausia margitae,66119
Rhabdolichops jegui,66121
Roeboides numerosus,66122
Roeboides oligistos,66123
Opsarius lairokensis,66124
Neophrynichthys heterospilos,66125
Arnoglossus yamanakai,66126
Halosaurus sinensis,66127
NULL,66129
Asymbolus NULL,66130
Asymbolus NULL,66131
Asymbolus NULL,66132
Asymbolus NULL,66133
Asymbolus NULL,66134
Orectolobus NULL,66135
Koreocobitis naktongensis,66136
Bagarius rutilus,66139
Pareuchiloglanis nebulifera,66140
Pseudojuloides severnsi,66141
Pseudobagarius inermis,66142
Dolichopteryx parini,66143
Callechelys kuro,66144
Synchiropus orstom,66145
Synchiropus richeri,66146
Eptatretus menezesi,66147
Synchiropus signipinnis,66148
Callionymus afilum,66149
Callionymus bifilum,66150
Callionymus kailolae,66151
Callionymus zythros,66152
Synchiropus grandoculis,66153
Synchiropus hawaiiensis,66154
Synchiropus paxtoni,66155
Neamia notula,66157
Apogon lativittatus,66158
Ostorhinchus relativus,66160
Ostorhinchus sinus,66162
Pseudamiops phasma,66163
Evermannichthys bicolor,66164
Hemileiocassis panjang,66165
Laimosemion torrenticola,66166
Prognatholiparis ptychomandibularis,66168
Paedogobius kimurai,66169
Gymnothorax austrinus,66170
Gymnothorax cephalospilus,66171
Bedotia masoala,66172
Lepadichthys misakius,66173
Lubricogobius dinah,66174
Parupeneus procerigena,66175
Radulinopsis taranetzi,66176
Icelinus pietschi,66177
Rabaulichthys suzukii,66178
Sinocyclocheilus macrophthalmus,66179
Triplophysa zhenfengensis,66180
Triplophysa nasobarbatula,66181
Apogon indicus,66182
Apogon susanae,66183
Apogon marquesensis,66184
Bedotia marojejy,66185
Pteronotropis merlini,66186
Antennatus linearis,66188
Acestrocephalus sardina,66189
Ilyodon cortesae,66190
Eretmobrycon dahli,66191
Bryconamericus ichoensis,66192
Pseudaspius nakamurai,66193
Squalidus maii,66194
Tariqilabeo burmanicus,66195
Dascyllus auripinnis,66196
Sinocyclocheilus macroscalus,66197
Devario quangbinhensis,66198
Gagata pakistanica,66199
Hemibrycon galvisi,66200
Cirrhilabrus claire,66201
Cirrhilabrus earlei,66202
Cirrhilabrus walshi,66203
Ptereleotris randalli,66204
Lentipes multiradiatus,66205
Psednos gelatinosus,66206
Halichoeres leucurus,66207
Halichoeres leucurus,66208
Labrus bergylta,66209
Labrus bergylta,66210
Labrus mixtus,66211
Notolabrus tetricus,66212
Oxycheilinus digramma,66213
Symphodus cinereus,66214
Thalassoma trilobatum,66215
Rhodeus monguonensis,66216
Gymnodiptychus pachycheilus,66218
Schizopygopsis przewalskii,66219
Syncrossus lucasbahi,66220
Parabotia lijiangensis,66221
Parabotia parvus,66222
Beaufortia huangguoshuensis,66223
Metahomaloptera omeiensis,66224
Garra elongata,66231
Parmops echinatus,66232
Barbodes polylepis,66234
Psednos groenlandicus,66237
Plectorhinchus macrospilus,66238
Cephalopholis polyspila,66239
Brachyrhaphis hessfeldi,66240
Psednos steini,66242
Psednos andriashevi,66245
Psednos barnardi,66246
Psednos harteli,66247
Psednos microps,66248
Psednos micruroides,66249
Psednos mirabilis,66250
Psednos sargassicus,66251
Smilosicyopus chloe,66253
Clarias intermedius,66254
Cobitis tetralineata,66255
Cobitis pacifica,66256
Rheocles derhami,66258
Hyphessobrycon negodagua,66259
Corydoras spectabilis,66261
Corydoras areio,66262
Synodontis manni,66263
Nemacheilus banar,66268
Nemacheilus cleopatra,66269
Schistura antennata,66270
Schistura bachmaensis,66271
Schistura carbonaria,66272
Schistura dalatensis,66273
Schistura huongensis,66274
Schistura kontumensis,66275
Schistura namboensis,66276
Schistura psittacula,66277
Schistura sokolovi,66278
Schistura susannae,66279
Schistura thanho,66280
Schistura yersini,66281
Ptychochromoides vondrozo,66282
Scarus zelindae,66283
Myxine sotoi,66284
Notophycis fitchi,66285
Lycodes mcallisteri,66286
Polydactylus siamensis,66287
Gazza squamiventralis,66288
Opsanus dichrostomus,66291
Sorubim elongatus,66292
Macquaria wujalwujalensis,66293
Paretroplus tsimoly,66294
Harttia punctata,66295
Harttia duriventris,66296
Harttia uatumensis,66297
Harttia depressa,66298
Harttia guianensis,66299
Harttia trombetensis,66300
Harttia dissidens,66301
Astronesthes tanibe,66304
Emblemariopsis tayrona,66305
NULL,66306
NULL,66307
NULL,66308
Microphysogobio jeoni,66309
Notophycis marginata,66310
Notophycis marginata,66311
Pangio NULL,66312
Eustomias vulgaris,66313
Eustomias danae,66314
Eustomias parini,66315
Eustomias paxtoni,66316
Eustomias magnificus,66317
Eustomias longiramis,66318
Eustomias elongatus,66319
Eustomias bulbiramis,66320
Eustomias flagellifer,66321
Eustomias cryptobulbus,66322
Eustomias albibulbus,66323
Eustomias problematicus,66324
Otopharynx pachycheilus,66325
Jenynsia weitzmani,66326
Tomicodon reitzae,66327
Ctenochaetus cyanocheilus,66328
Ctenochaetus truncatus,66329
Oreoglanis frenata,66330
Oreoglanis insignis,66331
Oreoglanis lepturus,66332
Oreoglanis setigera,66333
Ctenochaetus striatus,66334
Dysomma longirostrum,66335
Parasinilabeo microps,66336
Naso reticulatus,66337
Clarias microstomus,66338
Schismatogobius fuligimentus,66339
Gymnura poecilura,66340
Acheilognathus elongatoides,66343
NULL,66344
Cyprinus dai,66345
Neolissochilus benasi,66346
Vinagarra laichowensis,66347
Hemibarbus medius,66348
Poropuntius brevispinus,66349
Metzia alba,66351
Metzia hautus,66352
Neolissochilus benasi,66353
Onychostoma fangi,66354
Onychostoma lepturus,66355
Onychostoma lepturus,66356
Onychostoma lepturus,66357
Opsarius pulchellus,66358
Opsarius pulchellus,66359
Poropuntius alloiopleurus,66361
Barbodes jacobusboehlkei,66362
Saurogobio immaculatus,66363
Scaphiodonichthys acanthopterus,66364
Scaphiodonichthys macracanthus,66365
Aphyocypris dorsohorizontalis,66366
Parabotia dubius,66367
Glyptothorax quadriocellatus,66369
Sineleotris namxamensis,66371
Papuligobius uniporus,66372
Rhinogobius milleri,66373
Rhinogobius nammaensis,66374
Rhinogobius vermiculatus,66375
Acrossocheilus laocaiensis,66377
Ancherythroculter daovantieni,66378
Neochanna heleios,66379
Benthobatis kreffti,66382
Serrasalmus hastatus,66384
Mugilogobius fasciatus,66385
Mugilogobius filifer,66386
Mugilogobius lepidotus,66387
Mugilogobius littoralis,66388
Mugilogobius rivulus,66389
Mugilogobius rexi,66390
Mugilogobius tigrinus,66391
Mugilogobius wilsoni,66392
Upeneus davidaromi,66393
Pseudogobiopsis oligactis,66395
Malakichthys barbatus,66396
Pseudanthias calloura,66397
Rhodeus pseudosericeus,66398
Myxine formosana,66399
Polydactylus bifurcus,66400
Diagramma melanacrum,66401
Melanotaenia utcheensis,66402
Sinocyclocheilus yishanensis,66404
Sinocyclocheilus longibarbatus,66405
Sinocyclocheilus robustus,66407
Sinocyclocheilus altishoulderus,66408
Sinocyclocheilus rhinocerous,66409
Hongshuia microstomata,66411
Etmopterus granulosus,66413
Rhinoptera hainanica,66414
Narcine leoparda,66415
Cetopsis parma,66416
Dermogenys bruneiensis,66417
Dermogenys robertsi,66419
Dermogenys palawanensis,66420
Dermogenys collettei,66421
Nomorhamphus manifestus,66422
Nomorhamphus pinnimaculatus,66423
Nomorhamphus rossi,66424
Misgurnus nikolskyi,66426
Lebiasina provenzanoi,66428
Lebiasina yuruaniensis,66429
Lebiasina chucuriensis,66430
Brachysomophis longipinnis,66431
Brachysomophis umbonis,66432
Ancistrus greeni,66433
Salvelinus krogiusae,66434
Malacocottus gibber,66435
Pimelodus microstoma,66436
Amblyceps macropterus,66437
Mylochromis chekopae,66438
Akysis manipurensis,66439
Mylochromis ensatus,66440
Tanichthys micagemmae,66441
Astyanax cremnobates,66442
Astyanax brachypterygium,66443
Gymnotus mamiraua,66444
Gymnotus arapaima,66445
Gymnotus jonasi,66446
Gymnotus onca,66447
Gymnotus melanopleura,66448
Erethistes hara,66449
Neonoemacheilus morehensis,66450
Fusigobius gracilis,66451
Fusigobius humeralis,66452
Fusigobius maximus,66453
Fusigobius melacron,66454
Fusigobius pallidus,66455
Roeboides dispar,66457
Ecsenius ops,66458
Ecsenius tricolor,66459
Dipturus mennii,66460
Ostorhinchus leptofasciatus,66461
Ostorhinchus oxygrammus,66462
Eviota mikiae,66463
Eviota raja,66464
Paraliparis macrocephalus,66465
Paraliparis rossi,66466
Hisonotus ringueleti,66467
Macrognathus morehensis,66468
Gnatholepis cauerensis,66469
Gnatholepis pascuensis,66470
Gnatholepis cauerensis,66471
Gnatholepis gymnocara,66472
Anisochromis mascarenensis,66481
Hippocampus spinosissimus,66487
Hyphessobrycon itaparicensis,66488
Kryptopterus dissitus,66489
Pseudanthias engelhardi,66491
Pseudanthias hiva,66492
Pseudanthias privitera,66493
Pseudanthias flavicauda,66494
Poecilopsetta macrocephala,66495
Nemacheilus tuberigum,66496
Luciogobius adapel,66497
Garra periyarensis,66498
Benitochromis conjunctus,66499
Cottus NULL,66501
Pterocryptis verecunda,66502
Pterocryptis crenula,66503
Gymnodiptychus dybowskii,66504
NULL,66505
Ancistrus aguaboensis,66506
Ancistrus minutus,66507
Rineloricaria maquinensis,66508
Rineloricaria aequalicuspis,66509
Benitochromis nigrodorsalis,66510
Benitochromis ufermanni,66511
Microphysogobio pseudoelongatus,66512
Cynolebias vazabarrisensis,66513
Cynolebias itapicuruensis,66514
Cynolebias altus,66515
Cynolebias attenuatus,66516
Cynolebias gibbus,66517
Batasio tigrinus,66518
Cirrhilabrus joanallenae,66519
Glossolepis dorityi,66520
Garra compressus,66521
Petrocephalus wesselsi,66522
Clepticus africanus,66523
Clepticus brasiliensis,66524
Rhinogobius aporus,66525
Trimma anaima,66526
Trimma bisella,66527
Trimma halonevum,66528
Trimma omanense,66529
Salvelinus gritzenkoi,66530
Lepidocephalichthys micropogon,66531
Gnathophis castlei,66532
Gnathophis grahami,66533
Gnathophis macroporis,66534
Gnathophis melanocoelus,66535
Gnathophis microps,66536
Gnathophis nasutus,66537
Exocoetus gibbosus,66538
Exocoetus peruvianus,66539
Acrochordonichthys falcifer,66540
Acrochordonichthys guttatus,66541
Acrochordonichthys mahakamensis,66542
Acrochordonichthys septentrionalis,66543
Acrochordonichthys strigosus,66544
Gadella dancoheni,66545
Gadella macrura,66546
Pseudogastromyzon meihuashanensis,66547
Gymnothorax eurygnathos,66548
Gordiichthys combibus,66549
Aplatophis zorro,66550
Hyporhamphus naos,66551
Protemblemaria perla,66552
Polydactylus malagasyensis,66553
Polydactylus persicus,66554
Stonogobiops yasha,66555
Austrolebias affinis,66556
Scorpaenopsis longispina,66557
Scorpaenopsis obtusa,66558
Scorpaenopsis orientalis,66559
Scorpaenopsis pluralis,66560
Scorpaenopsis possi,66561
Prionurus chrysurus,66562
Sorubim maniradii,66564
Allotoca zacapuensis,66565
Pseudogramma australis,66566
Lycodes paamiuti,66567
Aspidoras taurus,66568
Eptatretus wayuu,66570
Eptatretus ancon,66571
Gerres phaiya,66572
Moenkhausia diktyota,66573
Hyphessobrycon columbianus,66575
Chromogobius britoi,66577
Poecilopsetta dorsialta,66579
Polydactylus longipes,66580
Scorpaenopsis pusilla,66581
Scorpaenopsis ramaraoi,66582
Scorpaenopsis vittapinna,66583
Tryssogobius colini,66584
Tryssogobius longipes,66585
Spinibarbus caldwelli,66588
NULL,66590
Creagrutus atratus,66591
Creagrutus barrigai,66592
Creagrutus britskii,66593
Creagrutus calai,66594
Creagrutus changae,66595
Creagrutus cracentis,66596
Creagrutus crenatus,66597
Creagrutus ephippiatus,66598
Creagrutus figueiredoi,66599
Creagrutus flavescens,66600
Creagrutus gracilis,66602
Creagrutus gyrospilus,66603
Creagrutus holmi,66604
Creagrutus ignotus,66605
Creagrutus lassoi,66606
Creagrutus machadoi,66607
Creagrutus magoi,66608
Creagrutus manu,66611
Creagrutus menezesi,66612
Creagrutus meridionalis,66613
Creagrutus molinus,66614
Creagrutus mucipu,66615
Creagrutus occidaneus,66616
Creagrutus ortegai,66617
Creagrutus ouranonastes,66618
Creagrutus petilus,66619
Creagrutus pila,66620
Lethrinus NULL,66621
Creagrutus provenzanoi,66622
Creagrutus runa,66623
Creagrutus saxatilis,66624
Creagrutus seductus,66625
Creagrutus taphorni,66626
Creagrutus ungulus,66627
Creagrutus veruina,66628
Creagrutus vexillapinnus,66629
Creagrutus xiphos,66630
Creagrutus zephyrus,66631
Muraena javanicum,66632
Squaloliparis dentatus,66633
Sinocyclocheilus microphthalmus,66634
Sinocyclocheilus macrolepis,66635
Creagrutus NULL,66636
Carassius carassius,66637
Aplocheilus panchax,66639
Aplocheilus panchax,66640
Aplocheilus panchax,66641
Aplocheilus parvus,66642
Aplocheilus werneri,66643
Epiplatys bifasciatus,66644
Fundulus heteroclitus,66645
Paraphanius mento,66648
Leptolebias marmoratus,66649
Cabdio ukhrulensis,66650
Altigena zhui,66651
Rhinogobius yaoshanensis,66653
Rhinogobius parvus,66654
Sauvagella robusta,66655
Hypancistrus inspector,66656
Odontobutis hikimius,66657
Ptychochromis inornatus,66658
Narcine oculifera,66659
Pseudotropheus galanos,66660
Listrura tetraradiata,66661
Hippocampus jugumus,66662
Hippocampus planifrons,66663
Hippocampus spinosissimus,66664
Hippocampus spinosissimus,66665
Hippocampus zebra,66666
Hippocampus whitei,66667
Hippocampus angustus,66668
Hippocampus angustus,66669
Hippocampus angustus,66670
Careproctus paxtoni,66671
Psednos balushkini,66672
Psednos nataliae,66673
Psednos whitleyi,66674
Paraliparis anthracinus,66675
Paraliparis ater,66676
Paraliparis atrolabiatus,66677
Paraliparis auriculatus,66678
Paraliparis australiensis,66679
Paraliparis avellaneus,66680
Paraliparis badius,66681
Paraliparis brunneocaudatus,66682
Paraliparis brunneus,66683
Paraliparis coracinus,66684
Paraliparis costatus,66685
Paraliparis csiroi,66686
Paraliparis delphis,66687
Paraliparis dewitti,66688
Paraliparis eastmani,66689
Paraliparis gomoni,66690
Paraliparis hobarti,66691
Paraliparis impariporus,66692
Paraliparis infeliciter,66693
Paraliparis labiatus,66694
Paraliparis lasti,66695
Paraliparis obtusirostris,66696
Paraliparis piceus,66697
Paraliparis plagiostomus,66698
Paraliparis retrodorsalis,66699
Paraliparis tasmaniensis,66700
Ayarnangra estuarius,66701
Bodianus flavipinnis,66702
Bodianus flavifrons,66703
Hippocampus dahli,66704
Coryphaenoides gypsochilus,66705
Pachyurus gabrielensis,66706
Pachyurus calhamazon,66707
Fundulopanchax avichang,66708
Samaris cristatus,66709
Soleichthys multifasciatus,66710
NULL,66711
Plagioscion squamosissimus,66712
Pegusa lascaris,66713
Pegusa lascaris,66714
Pegusa nasuta,66715
NULL,66716
Cynoglossus arel,66717
Cynoglossus dollfusi,66718
Zebrias zebra,66719
Heteromycteris japonicus,66720
Heteromycteris hartzfeldii,66721
NULL,66722
NULL,66723
Hypsolebias adornatus,66724
Hypsolebias igneus,66725
Simpsonichthys parallelus,66726
Hypsolebias picturatus,66727
Hypsolebias ocellatus,66728
Ophthalmolebias perpendicularis,66729
Ophthalmolebias rosaceus,66730
Hypsolebias rufus,66731
Pachypops pigmaeus,66732
Malakichthys levis,66733
Malakichthys mochizuki,66734
Nezumia kensmithi,66735
Hemibrycon plutarcoi,66736
Sinilabeo longibarbatus,66737
Pyrolycus manusanus,66738
Parascyllium sparsimaculatum,66739
Acropoma boholense,66740
Austrolebias charrua,66741
Austrolebias minuano,66742
Austrolebias nigrofasciatus,66743
Pterois brevipectoralis,66744
Hemibagrus caveatus,66745
Mystus punctifer,66746
NULL,66747
Apogon dianthus,66748
Canthigaster figueiredoi,66749
Canthigaster jamestyleri,66750
Canthigaster supramacula,66751
Plectranthias sheni,66752
Myxine kuoi,66753
Cnesterodon raddai,66754
Characidium heinianum,66755
Characidium schindleri,66756
Characidium etzeli,66757
Enneapterygius trisignatus,66758
Rhinogobius changjiangensis,66759
Rhinogobius linshuiensis,66760
Rhinogobius nandujiangensis,66761
Rhinogobius wangchuangensis,66762
Neopomacentrus aquadulcis,66764
Narcinops lasti,66765
Bembrops nelsoni,66767
Pachyurus stewarti,66768
Bryconamericus agna,66770
Sinocyclocheilus guilinensis,66771
Halichoeres inornatus,66772
Conocara bertelseni,66773
Nannostomus mortenthaleri,66774
Schistura chrysicristinae,66775
Yunnanilus longidorsalis,66776
Yunnanilus macrolepis,66777
Rimicola cabrilloi,66778
Halaphritis platycephala,66779
Hyphessobrycon heliacus,66780
Paraclinus arcanus,66781
Paraclinus spectator,66782
Pogonopoma obscurum,66783
Neocottus thermalis,66784
Odontobutis sinensis,66787
Galaxias cobitinis,66788
Trinectes xanthurus,66789
Cynoscion nortoni,66790
Stellifer walkeri,66791
Stellifer wintersteenorum,66792
Paranebris bauchotae,66794
Ptereleotris carinata,66796
Gobulus birdsongi,66797
Austrolebias wolterstorffi,66800
Nothobranchius eggersi,66801
NULL,66802
Typhlichthys subterraneus,66804
Sebastes owstoni,66805
Troglichthys rosae,66806
Troglichthys rosae,66807
Coelorinchus mediterraneus,66808
Rheocles vatosoa,66809
Nothobranchius geminus,66810
Nothobranchius kilomberoensis,66811
Cynopoecilus fulgens,66812
Cynopoecilus intimus,66814
Cynopoecilus nigrovittatus,66815
Cynopoecilus fulgens,66816
Ompok binotatus,66817
Ompok pluriradiatus,66818
Jenynsia onca,66819
Nematolebias papilliferus,66820
Hemimyzon ecdyonuroides,66821
Xiphophorus mayae,66822
Oreoglanis infulata,66823
Bagrichthys majusculus,66824
Kryptopterus baramensis,66825
Kryptopterus hesperius,66826
Hyphessobrycon moniliger,66827
Panaqolus changae,66828
Copadichromis atripinnis,66829
Pareiorhaphis azygolechis,66830
Pareiorhaphis eurycephalus,66831
NULL,66833
Pareiorhaphis hystrix,66834
Pareiorhaphis hypselurus,66836
Pareiorhaphis stomias,66837
Macropodus hongkongensis,66838
Macropodus erythropterus,66839
Gymnotus diamantinensis,66840
Enigmacanthus filamentosus,66841
Pareiorhaphis cameroni,66843
Remora remora,66844
Torpedo adenensis,66846
Tigrigobius limbaughi,66847
Parapercis lata,66849
Upeneus australiae,66850
Gerres microphthalmus,66851
Channa nox,66852
Careproctus parvidiscus,66853
Polynemus melanochir,66854
Notarius neogranatensis,66855
Trimma stobbsi,66858
Trimmatom pharus,66859
Trimma milta,66860
Trimma woutsi,66861
Garra arunachalami,66862
Rhodeus colchicus,66863
Asprocottus korjakovi,66864
Asprocottus korjakovi,66865
Procottus gotoi,66866
Paretroplus maromandia,66867
Notarius cookei,66868
Amblyglyphidodon indicus,66870
Amblyglyphidodon melanopterus,66872
Pomacentrus callainus,66873
Pomacentrus spilotoceps,66874
Solenostomus halimeda,66875
Choerodon gomoni,66876
Ostorhinchus lineomaculatus,66878
Ostorhinchus microspilos,66879
Ostorhinchus cladophilos,66880
Apogon posterofasciatus,66881
Labrisomus cricota,66882
Narcine insolita,66883
Meiacanthus urostigma,66885
Cyprinodon pisteri,66887
Cyprinodon albivelis,66889
Cyprinodon arcuatus,66890
Palatogobius grandoculus,66891
Psednos dentatus,66892
Psednos melanocephalus,66893
Psednos mexicanus,66894
Psednos spirohira,66896
Psednos islandicus,66897
Psednos cathetostomus,66898
Psednos pallidus,66899
Psednos griseus,66900
Psednos delawarei,66901
Psednos anoderkes,66902
Cyprinodon pisteri,66904
Trichomycterus belensis,66905
Lebiasina narinensis,66908
Paraliparis darwini,66910
Paraliparis galapagosensis,66911
Ranzania laevis,66912
Mola mola,66913
Corydoras pantanalensis,66914
Corydoras bicolor,66915
Aseraggodes holcomi,66916
Platycephalus NULL,66917
Potamotrygon falkneri,66918
Synodontis eupterus,66920
Yasuhikotakia lecontei,66921
Astronesthes oligoa,66922
Astronesthes karsteni,66923
Astronesthes gudrunae,66924
Astronesthes decoratus,66925
Astronesthes exsul,66926
Astronesthes haplophos,66927
Triplophysa eugeniae,66928
Coryphaena NULL,66929
Tometes lebaili,66930
NULL,66932
NULL,66933
Ecsenius niue,66934
Mitsukurina owstoni,66935
Porocottus leptosomus,66936
Mesopristes iravi,66938
Doboatherina aetholepis,66939
Asterropteryx atripes,66940
Acropoma argentistigma,66941
Potamotrygon motoro,66943
Potamotrygon motoro,66944
Potamotrygon NULL,66945
Lamna nasus,66947
Opsarius ngawa,66951
Lentipes kaaea,66952
Stenogobius yateiensis,66954
Stiphodon julieni,66956
Mycteroperca bonaci,66957
NULL,66958
Mycteroperca interstitialis,66959
NULL,66960
NULL,66961
NULL,66962
NULL,66963
Orthopristis chrysoptera,66964
NULL,66965
NULL,66966
NULL,66967
NULL,66968
NULL,66969
NULL,66970
NULL,66971
NULL,66972
NULL,66973
NULL,66974
NULL,66975
NULL,66976
NULL,66977
NULL,66978
NULL,66979
NULL,66980
NULL,66981
NULL,66982
NULL,66983
NULL,66984
NULL,66985
NULL,66986
NULL,66987
NULL,66988
NULL,66989
NULL,66990
NULL,66991
NULL,66992
NULL,66993
NULL,66994
NULL,66995
NULL,66996
NULL,66997
NULL,66998
NULL,66999
NULL,67000
NULL,67001
NULL,67002
NULL,67003
NULL,67004
NULL,67005
NULL,67006
NULL,67007
NULL,67008
NULL,67009
NULL,67010
NULL,67011
NULL,67012
NULL,67013
NULL,67014
NULL,67015
NULL,67016
NULL,67017
NULL,67018
NULL,67019
NULL,67020
NULL,67021
NULL,67022
NULL,67023
Eretmobrycon gonzalezi,67024
NULL,67025
NULL,67026
NULL,67027
NULL,67028
NULL,67029
NULL,67030
NULL,67031
NULL,67032
Chaetodon trifasciatus,67033
Polydactylus virginicus,67034
Istiophorus platypterus,67035
Paretroplus dambabe,67036
Plotosus fisadoha,67037
Aphyosemion australe,67039
NULL,67040
Aphyosemion louessense,67041
Aphyosemion louessense,67042
Aphyosemion ogoense,67043
NULL,67045
Parapercis rufa,67046
NULL,67047
Sinocyclocheilus longifinus,67048
Sinocyclocheilus biangularis,67049
NULL,67050
Sarpa salpa,67051
Naso mcdadei,67052
Taenioides kentalleni,67053
Naso tuberosus,67054
Callorhinchus callorynchus,67055
Anostomus anostomus,67056
Belone belone,67057
Cyprinus carpio,67058
Lophotus lacepede,67059
Chromis chromis,67060
Spondyliosoma cantharus,67061
Sphyraena sphyraena,67062
Atropus atropos,67063
Neobythites alcocki,67064
Neobythites andamanensis,67065
Neobythites australiensis,67066
Neobythites fijiensis,67067
Neobythites franzi,67068
Neobythites javaensis,67069
Neobythites longispinis,67070
Neobythites macrocelli,67071
Neobythites marianaensis,67072
Neobythites marquesaensis,67073
Neobythites musorstomi,67074
Neobythites nigriventris,67075
Neobythites sereti,67076
Neobythites sinensis,67077
Neobythites soelae,67078
Alphestes afer,67079
Mystus castaneus,67080
Ostorhinchus monospilus,67081
Amblyeleotris rubrimarginata,67082
Amblyeleotris harrisorum,67083
Amblyeleotris marquesas,67084
Acipenser NULL,67085
Trichodon trichodon,67086
Acipenser NULL,67087
Acipenser NULL,67088
Enophrys diceraus,67089
Homodiaetus banguela,67090
Homodiaetus graciosa,67091
Icelinus borealis,67092
Poecilia kykesis,67093
Hypostomus fonchii,67094
Elacatinus lori,67095
Enchelycore nycturanus,67096
Pseudogramma xantha,67097
Eretmophorus kleinenbergi,67098
NULL,67099
NULL,67100
NULL,67101
NULL,67102
NULL,67103
NULL,67104
Apterichtus caecus,67105
NULL,67106
NULL,67107
Salaria pavo,67108
Parablennius sanguinolentus,67109
Corydoras mamore,67111
Barbus carpathicus,67112
Barbus balcanicus,67113
Chonerhinos naritus,67116
Chaetodon NULL,67117
Istiophorus platypterus,67118
NULL,67119
Naucrates ductor,67120
NULL,67121
Merluccius merluccius,67122
Micromesistius poutassou,67123
Buglossidium luteum,67124
Arnoglossus NULL,67125
NULL,67126
Pagellus acarne,67127
NULL,67128
NULL,67129
NULL,67130
NULL,67131
Pagellus NULL,67132
Pagellus bellottii,67133
NULL,67134
NULL,67135
Pagellus NULL,67136
Epinephelus NULL,67137
NULL,67138
NULL,67139
NULL,67140
NULL,67141
Serranus NULL,67142
Chromis chromis,67143
NULL,67144
NULL,67145
Clinitrachus argentatus,67146
Macroramphosus gracilis,67147
Trachinotus ovatus,67148
Hippocampus hippocampus,67149
Micromesistius poutassou,67150
Echinorhinus brucus,67151
Trichiurus lepturus,67152
NULL,67153
NULL,67154
NULL,67155
Belone acus,67156
Scymnodon ringens,67157
NULL,67158
Syngnathus acus,67159
Ophichthus tchangi,67160
Chimaera lignaria,67161
Hydrolagus bemisi,67162
Gymnapogon melanogaster,67163
Lycenchelys tohokuensis,67164
Gigantactis longicauda,67165
Scorpaenodes quadrispinosus,67166
Characidium stigmosum,67167
Corydoras difluviatilis,67168
Cyprichromis zonatus,67169
Andromakhe paris,67170
Otocinclus tapirape,67171
Lubbockichthys tanakai,67172
Gillellus inescatus,67173
Acanthemblemaria harpeza,67174
Emblemaria vitta,67175
Schistura kaysonei,67176
Platygillellus brasiliensis,67177
NULL,67178
NULL,67179
Chrysiptera albata,67180
Pomacentrus atriaxillaris,67181
Pomacentrus caeruleopunctatus,67182
Bryconamericus mennii,67183
Austrolebias jaegari,67184
Diplacanthopoma kreffti,67185
Physiculus cyanostrophus,67186
